Building_Name,Bedroom,Bathroom,price,Price_bracket,Developer,Facilities,Tenure_Type,Completion_Year,No_of_Floors,Total_Units,Parking_Lot,Floor_Range,Land_Title,Nearby_Train,Railway_Station,Bus_Stop_Availability,Bus_Stop,Mall_Availability,Mall,Park_Avalilability,Park,School_Availabilty,School,Street,City,State
Ampang Prima,3,2,"360,000",Below 500K,Demi-Prima Sdn Bhd,"Minimart, Security, Gymnasium, Parking, Playground, Swimming Pool, Jogging Track, Multipurpose hall, Lift",Leasehold,2006,17,702,3,-,Non Bumi Lot,Got nearby LRT/MRT,LRT Station Ampang (Ampang Line),No Bus Stop,,No Mall,,Got Park,"Park at Taman Dagang, Pandan Indah
Park at Kampung Baru Ampang, Ampang
Park 2 at Taman Dagang, Ampang
Park 1 at Taman Dagang, Ampang",Got School,"Sekolah Jenis Kebangsaan (C) Kg Baru Ampang
Sekolah Jenis Kebangsaan (T) Ampang
SRA Kampung Melayu Ampang
Sekolah Jenis Kebangsaan (C) On Pong
Sekolah KAFA Integrasi Ar-Rahmaniah
Sekolah Menengah Kebangsaan Bandar Baru Ampang",Jalam Wawasan 3/4,Kampung Baru Ampang,Selangor
Alam Budiman (Sri Budiman),3,2,"300,000",Below 500K,SHL Consolidated Berhad,"Parking, Security, Playground",Freehold,-,-,536,2,Low,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at Persiaran Pulau Lumut,No Mall,,No Park,,No School,,Jalan Pulau Lumut U10/76f,Setia Alam,Selangor
Rumah Pangsa Impian (Saujana Putra),3,2,"200,000",Below 250K,-,-,Leasehold,-,5,-,-,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Off Jalan Saujana Putra,Bandar Saujana Putra,Selangor
Residensi Aman,3,2,"325,000",Below 500K,Top Home Builder Development,"Multipurpose hall, Security, Parking, Playground, Swimming Pool, Gymnasium, Lift, Minimart, Jogging Track",Freehold,2020,17,299,2,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Dana Permai,Bandar Teknologi Kajang,Selangor
Taman Bukit Cheras,2,1,"180,000",Below 250K,Titijaya Land Berhad,Lift,Freehold,-,-,-,-,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Selangor,Cheras South,Selangor
Savanna Executive Suites,3,2,"280,000",Below 500K,Mah Sing Group Berhad,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Freehold,-,-,-,2,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Lebuhraya KL-Serermban,Sungai Besi,Selangor
Kondominium Kristal,3,2,"360,000",Below 500K,Worldwide Holdings,"Jogging Track, Parking, Swimming Pool, Security, Minimart, Lift",Leasehold,2006,12,260,1,High,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Pualam 7/32,Seksyen 7,Selangor
Sri Mahligai,3,2,"355,000",Below 500K,-,"Security, Minimart, Playground, Swimming Pool, Parking, Lift, Gymnasium, Multipurpose hall",Leasehold,-,15,-,1,Medium,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at Persiaran Kayangan 4,Got Mall,"Oasis 9
Plaza Shah Alam
Masalam Plaza",Got Park,"Park at Section 9, Shah Alam
Park at Section 10, Shah Alam
Park at Taman Awan, Section 10
Park 5 at Shah Alam, Petaling",Got School,"Sekolah Menengah Kebangsaan Seksyen 9
Kompleks Darul Thibbun Nabawi (MATAN)",Jalan Tengku Ampuan Rahimah 9/20,Section 9,Selangor
Koi Prima,3,2,"320,000",Below 500K,Masteron Group,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Leasehold,-,-,-,2,-,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Puchong 7
Bus Stop at Jalan TK 1/11A
Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2",No Mall,,Got Park,"Park at Taman Kinrara, Subang Jaya
Park at Taman Kinrara Seksyen 7, Subang Jaya
Park at Taman Kinrara Seksyen 2, Subang Jaya
Park 1 at Bandar Kinrara, Subang Jaya
Park at Taman Kinrara Seksyen 4, Subang Jaya
Park at Taman Kinrara Seksyen 1, Subang Jaya",Got School,"Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Jenis Kebangsaan (Tamil) Kinrara
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara
Kafa Integrasi Al-Falah",Jalan Puchong,Puchong,Selangor
Plaza Indah,3,2,"220,000",Below 250K,TLS Group,"Parking, Security, Lift",Freehold,-,-,309,1,-,Non Bumi Lot,Got nearby LRT/MRT,"MRT Station Kajang (MRT Sungai Buloh-Kajang Line)
KTM Station Kajang (Komuter Batu Caves-Tampin)",No Bus Stop,,Got Mall,Winnie Plaza,No Park,,No School,,Jalan Sepakat Indah 1,Off Jalan Sungai Shua,Selangor
Semenyih Service Residences,1,2,"230,500",Below 250K,-,"Multipurpose hall, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track, Club house",Freehold,-,-,-,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,Got Mall,EcoHill Walk,No Park,,No School,,Jalan Semenyih Off Jalan Bandar Rinching,Semenyih,Selangor
Kajang Service Apartment,3,2,"341,500",Below 500K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Freehold,-,-,-,2,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Kajang,Selangor,Selangor
Sri Baiduri Apartment,4,2,"310,000",Below 500K,-,"Parking, Security, Barbeque area, Playground",Freehold,-,5,-,2,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Rendah Islam Integrasi ILMI
Sekolah Menengah Agama (A) ILMI",Jalan UP 4/5,Sri Baiduri,Selangor
Paramount Utropolis,1,1,"350,000",Below 500K,Paramount Property,"Security, Swimming Pool, Gymnasium, Parking, Minimart, Multipurpose hall, Barbeque area, Lift",Freehold,2020,12,136,1,High,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Montfort
Bus Stop at Persiaran Kerjaya",Got Mall,Utropolis Marketplace,No Park,,Got School,Montfort Boys Town,Jalan Kontraktor U1/14,Hicom-Glenmarie Industrial Park,Selangor
Intan Apartment (Puchong),3,2,"230,000",Below 250K,-,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Lift",Freehold,1990,10,-,1,-,Non Bumi Lot,Got nearby LRT/MRT,LRT Station Bandar Puteri (Sri Petaling Line),Got Bus Stop,"Bus Stop at Jalan Intan 2
Bus Stop at Kompleks Rakan Muda
Bus Stop at Jalan Puchong 6
Bus Stop at LRT Bandar Puteri",No Mall,,Got Park,"Park at Kampung Bersatu, Subang Jaya
Park at Puchong Intan Park, Subang Jaya
Park 1 at Subang Jaya, Petaling
Park 1 at Puchong Perdana, Subang Jaya
Park 2 at Puchong Perdana, Subang Jaya
Park at Taman Permainan Puchong Permai, Pangsapuri Puchong Permata 1
Park at Taman Tasik Puchong Perdana, Puchong Perdana
Park at Kampung Sri Langkas Tambahan, Subang Jaya
Park at Kampung Sri Puchong, Kampung Kenangan",Got School,Sekolah Kebangsaan Puchong Indah,Jalan Intan,Taman Puchong Intan,Selangor
Oasis 1 @ Mutiara Heights,3,2,"499,000",Below 500K,TLS Group,"Swimming Pool, Multipurpose hall, Security, Playground, Gymnasium, Parking, Lift, Minimart",Freehold,2018,-,461,2,High,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Mutiara 3,Mutiara Height,Selangor
Ameera Residence,3,2,"340,000",Below 500K,TLS Group,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Freehold,2016,-,428,2,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Mutiara 3,Mutiara Heights,Selangor
Alam Prima,3,2,"300,000",Below 500K,Syarikat Perumahan Negara Berhad,"Multipurpose hall, Parking, Security, Swimming Pool",Freehold,2010,435,435,2,-,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Persiaran Jubli Perak 5
Bus Stop at Seksyen 15 (Timur)
Bus Stop at Batu Tiga Federal Highway
Bus Stop at Persiaran Teknologi 1
Bus Stop at Federal Highway 4
Bus Stop at Persiaran Teknologi 2",No Mall,,Got Park,"Park at Section 21, Shah Alam
Park at Taman Mutiara Subang, Batu Tiga",No School,,No. 6 Jalan Budiman 22/3,Seksyen 22,Selangor
E Park Residence,3,2,"549,000",Below 750K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Tennis Court, Jogging Track",Freehold,-,-,-,2,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Taman Sri Putra Mas,Sungai Buloh,Selangor
SD Apartments,3,2,"285,000",Below 500K,Land & General Berhad,"Barbeque area, Playground, Security, Parking, Minimart",Freehold,1996,4,368,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at SD Apartment,No Mall,,No Park,,No School,,Persiaran Meranti,PJU 9,Selangor
Pangsapuri Damai,3,2,"275,000",Below 500K,Ikram Ikhlas,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",Leasehold,-,-,-,1,-,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Taman Sri Muda Seksyen 25 (Utara)
Bus Stop at Persiaran Budiman 1
Bus Stop at Jalan Watan 25/6",Got Mall,Plaza Sri Muda,Got Park,"Park 2 at Section 23, Taman Sri Muda
Park 1 at Section 23, Taman Sri Muda",Got School,"Sekolah Kebangsaan Taman Sri Muda
Madrasah Tahfizul Quran wa Ta'alim Al-Islamiyah
Sekolah Agama Rendah Kafa Integrasi Al-Falah
Sekolah Kebangsaan Taman Sri Muda 2",Jalan Tokoh 25/28,Shah Alam,Selangor
Vista Lavender,3,2,"200,000",Below 250K,Talam Transform Berhad,"Parking, Playground, Swimming Pool, Multipurpose hall, Security, Gymnasium, Club house, Barbeque area, Minimart, Jogging Track, Lift",Leasehold,2000,12,-,1,-,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 7
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2
Bus Stop at Jalan TK 1/11A",No Mall,,Got Park,"Park at Taman Kinrara Seksyen 7, Subang Jaya
Park at Taman Kinrara Seksyen 4, Subang Jaya
Park at Taman Kinrara, Subang Jaya
Park at Taman Kinrara Seksyen 3, Bukit Tandang
Park at Taman Bukit Kuchai, Bukit Tandang
Park at Kinrara Ria Apartments, Subang Jaya
Park at Flat Taman Kinrara, Subang Jaya
Park at Bandar Kinrara 3 Park, Bandar Kinrara
Park at Pangsapuri Mawar, Bukit Tandang
Park at Taman Kinrara Seksyen 2, Subang Jaya
Park 1 at Bandar Kinrara, Subang Jaya",Got School,"Kafa Integrasi Al-Falah
Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Kebangsaan Bukit Kuchai
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara",Persiaran Kinrara Seksyen 3,Bandar Kinrara,Selangor
Pangsapuri Sri Alpinia,3,2,"230,000",Below 250K,IOI Properties Group Berhad,"Parking, Playground, Barbeque area, Security",Freehold,-,5,281,1,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Persiaran Indera,Pusat Bandar Puchong,Selangor
i-Soho @ i-City,1,1,"305,000",Below 500K,i-Berhad,"Minimart, Gymnasium, Parking, Security",Freehold,-,43,956,-,Low,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Persiaran Permai 1
Bus Stop at Persiaran Permai 2
Bus Stop at Pusat Komersial Seksyen 7 (Timur)
Bus Stop at Persiaran Bestari 1
Bus Stop at Jalan Plumbum N7/N
Bus Stop at UITM Shah Alam (Barat)
Bus Stop at Jakel (Seksyen 7)
Bus Stop at Jalan Sungai Rasau 1
Bus Stop at Federal Highway 1
Bus Stop at Jalan Sungai Rasau 2
Bus Stop at Jakel 2 (Seksyen 7)
Bus Stop at Pusat Kesihatan",Got Mall,"i-Soho i-City
Gulati
Central i-City Shopping Centre",Got Park,"Park 2 at Section 7, Shah Alam
Park 1 at Section 7, Shah Alam",Got School,"Sekolah Jenis Kebangsaan (T) Ladang Midlands
Sekolah Kebangsaan Seksyen 7",Jalan Plumbum 7/102,Shah Alam,Selangor
Sri Lavender Apartment,3,2,"230,000",Below 250K,TLS Group,"Playground, Minimart, Jogging Track, Barbeque area, Parking, Security, Lift",Freehold,2007,13,445,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Sepakat Indah 2/1,Taman Sepakat Indah 2,Selangor
Goodyear Court 10,3,2,"379,000",Below 500K,-,"Security, Barbeque area, Minimart, Playground, Parking",Freehold,1997,5,-,-,Low,Bumi Lot,Got nearby LRT/MRT,LRT Station Wawasan (Kelana Jaya Line),Got Bus Stop,"Bus Stop at Persiaran Mulia 1
Bus Stop at Jalan Mulia 1
Bus Stop at Jalan Mulia 2
Bus Stop at Persiaran Mulia 2",Got Mall,The 19 USJ City Mall,Got Park,"Park at USJ 14, UEP Subang Jaya
Park at USJ18 Park, USJ 18
Park at Goodyear Court 8, UEP Subang Jaya
Park at Goodyear Court Park, USJ 14
Park at USJ13 Park, USJ 13
Park at USJ18 Playground and Park, USJ 18
Park at USJ 13, UEP Subang Jaya
Park at USJ9 Park, USJ 9
Park at USJ 20, UEP Subang Jaya",Got School,"USJ15 Vision School Complex
Sekolah Jenis Kebangsaan Islam Pintar SRIP
Sekolah Jenis Kebangsaan (T) Ladang Seafield
Sekolah Kebangsaan Seafield 3
Sekolah Kebangsaan USJ 20
Sekolah Menengah Kebangsaan USJ 13",Jalan Subang Indah,USJ 15,Selangor
Residensi Adelia,3,3,"329,000",Below 500K,Trans Loyal Development Sdn Bhd,"Squash Court, Sauna, Lift, Parking, Security, Playground, Gymnasium, Barbeque area, Minimart, Swimming Pool",Freehold,2022,-,552,1,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Persiaran Bangi Avenue,Ladang Bangi,Selangor
Amara Service Residences,3,2,"300,000",Below 500K,Jaya Megah Development Sdn Bhd,"Barbeque area, Minimart, Swimming Pool, Gymnasium, Playground, Sauna, Security, Jogging Track",Freehold,2014,23,744,2,Medium,Non Bumi Lot,Got nearby LRT/MRT,KTM Station Batu Caves (Komuter Seremban Line),No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",Jalan Raintree Utama,Batu Caves,Selangor
Langat Jaya,3,2,"320,000",Below 500K,-,"Parking, Security, Barbeque area, Minimart, Playground, Swimming Pool, Gymnasium, Tennis Court",Freehold,-,23,-,1,Medium,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Kampung Melaka,Jalan Datuk Alias,Selangor
Pangsapuri Seri Nilam,3,2,"150,000",Below 250K,-,Parking,Leasehold,-,-,-,1,Low,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Pekan Subang 1
Bus Stop at Jalan Alfa D U6/D
Bus Stop at Jalan Sungai Buloh",No Mall,,No Park,,No School,,Jalan Sigma U6/14,Taman Subang Permata,Selangor
Sri Hijau,3,2,"300,000",Below 500K,-,"Playground, Security, Swimming Pool, Barbeque area, Parking, Minimart, Lift, Jogging Track",Freehold,-,9,-,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Permaisuri 1/6,Taman Bukit Permai,Selangor
Seroja Apartment,3,1,"220,000",Below 250K,S P Setia Bhd,"Security, Parking, Playground",Freehold,-,5,-,-,Medium,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Impian 6, Section U13 (Setia Alam)
Park at Impian 7 Playground, Impian 7
Park at Impian 7, Section U13 (Setia Alam)
Park at Setia Alam Western Park, Section U13 (Setia Alam)
Park at Impian 8, Section U13 (Setia Alam)",Got School,Sekolah Jenis Kebangsaan(C) Pin Hwa (1),Jalan Setia Murni U13/50,Setia Alam,Selangor
Maple Residences,4,3,"950,000",Below 1M,KSL Holdings Berhad,"Swimming Pool, Jogging Track, Gymnasium, Sauna, Multipurpose hall, Club house, Minimart, Playground, Barbeque area, Parking, Security",Freehold,2018,22,576,4,High,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Langat 2
Bus Stop at Jalan Langat 1",Got Mall,"AEON Bukit Tinggi Shopping Centre
GM Klang",Got Park,"Park at Playground, Bandar Botanic
Park at Botanik Walk Park, Bandar Botanic
Park 1 at Bandar Bukit Tinggi 2, Klang Municipal Council",Got School,Sekolah Jenis Kebangsaan (T) Ladang Highlands,Jalan Langat KS9,Bandar Bestari,Selangor
Taman Seri Murni (Selayang),3,2,"178,000",Below 250K,-,"Security, Parking, Lift, Playground, Sauna, Minimart",Leasehold,-,18,-,1,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan 1/2D,Selayang,Selangor
One Damansara,4,3,"578,000",Below 750K,MK Land Holdings,"Tennis Court, Lift, Playground, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall",Leasehold,2013,20,899,-,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan PJU 10/1,Damansara Damai,Selangor
Amara Service Residences,3,2,"320,000",Below 500K,Jaya Megah Development Sdn Bhd,"Swimming Pool, Minimart, Playground, Security, Barbeque area, Sauna, Gymnasium, Parking, Multipurpose hall, Lift",Freehold,2014,23,744,2,Medium,Non Bumi Lot,Got nearby LRT/MRT,KTM Station Batu Caves (Komuter Seremban Line),No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",Jalan Raintree Utama,Batu Caves,Selangor
Ivory Residence,3,2,"320,000",Below 500K,TLS Group,"Barbeque area, Playground, Security, Multipurpose hall, Gymnasium, Swimming Pool, Jogging Track",Freehold,2015,21,455,-,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Mutiara 2,Mutiara Heights,Selangor
Axis Pandan,1,1,"245,000",Below 250K,Reliable Capacity,"Parking, Security, Swimming Pool, Gymnasium, Lift, Playground",Leasehold,2009,33,384,-,-,Non Bumi Lot,Got nearby LRT/MRT,"LRT Station Pandan Indah (Ampang Line)
LRT Station Cempaka (Ampang Line)",No Bus Stop,,Got Mall,Axis Atrium,Got Park,"Park at Taman Cempaka, Pandan Indah
Park at Taman Bakti, Pandan Indah
Park at Taman Pandan Jaya, Pandan Indah
Park at Padang Perbandaran Ampang Jaya, Taman Pandan Jaya
Park at Town Park Pandan Indah, Taman Cempaka",Got School,"Sekolah Rendah Agama Kampung Pandan Jalan F
Sekolah Kebangsaan Taman Nirwana
Sekolah Menengah Kebangsaan Pandan Jaya",Jalan Cempaka 8,Taman Cempaka,Selangor
Pangsapuri Seri Pinang (Seri Kembangan),3,2,"365,000",Below 500K,-,"Parking, Lift, Playground, Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall",Freehold,-,14,-,1,High,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Besar,Seri Kembangan,Selangor
Taman Megah Cheras Apartment,3,2,"240,000",Below 250K,-,-,Freehold,-,4,1,-,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Megah 37C,Taman Megah,Selangor
Kristal View,3,2,"360,000",Below 500K,PKNS,-,Leasehold,-,-,-,1,High,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Persiaran Bestari 1
Bus Stop at Persiaran Bestari 2
Bus Stop at Jalan Plumbum N7/N
Bus Stop at Persiaran Permai 1",No Mall,,Got Park,"Park 1 at Section 7, Shah Alam
Park 2 at Section 7, Shah Alam",Got School,"Sekolah Kebangsaan Seksyen 7
Sekolah Antarabangsa MAZ",Jalan Kristal 7/70G,Section 7,Selangor
Garden Park,3,2,"250,000",Below 500K,SHL Consolidated Berhad,"Security, Sauna, Minimart, Parking, Playground, Swimming Pool, Gymnasium, Jogging Track, Lift",Leasehold,2001,14,704,1,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Sungai Long 12/1 A,Tmn Sungai Long Makmur 2,Selangor
Vista Lavender,3,2,"250,000",Below 500K,Talam Transform Berhad,"Multipurpose hall, Club house, Gymnasium, Security, Minimart, Playground, Barbeque area, Jogging Track, Parking, Swimming Pool, Lift",Leasehold,2000,12,-,-,Medium,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 7
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2
Bus Stop at Jalan TK 1/11A",No Mall,,Got Park,"Park at Taman Kinrara Seksyen 7, Subang Jaya
Park at Taman Kinrara Seksyen 4, Subang Jaya
Park at Taman Kinrara, Subang Jaya
Park at Taman Kinrara Seksyen 3, Bukit Tandang
Park at Taman Bukit Kuchai, Bukit Tandang
Park at Kinrara Ria Apartments, Subang Jaya
Park at Flat Taman Kinrara, Subang Jaya
Park at Bandar Kinrara 3 Park, Bandar Kinrara
Park at Pangsapuri Mawar, Bukit Tandang
Park at Taman Kinrara Seksyen 2, Subang Jaya
Park 1 at Bandar Kinrara, Subang Jaya",Got School,"Kafa Integrasi Al-Falah
Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Kebangsaan Bukit Kuchai
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara",Persiaran Kinrara Seksyen 3,Bandar Kinrara,Selangor
Flat Dato Ahmad Razali,2,1,"142,000",Below 250K,-,"Parking, Playground, Minimart",Leasehold,-,-,-,-,High,Bumi Lot,Got nearby LRT/MRT,LRT Station Ampang (Ampang Line),No Bus Stop,,Got Mall,"Ampang Point
Galaxy Ampang",Got Park,"Park at Taman Ampang Jaya, Ampang
Park 2 at Taman Dagang, Ampang
Park at Taman Putra Sulaiman, Ampang
Park 1 at Taman Dagang, Ampang",Got School,"R.E.A.L Kids Ampang
Sekolah Kebangsaan Ampang
Sekolah Menengah Kebangsaan Datuk Ahmad Razali
Sekolah KAFA Integrasi Ar-Rahmaniah
Forte Performing Arts
Mutiara International Grammar School
International School of Kuala Lumpur
SRA Kampung Melayu Ampang
Sekolah Jenis Kebangsaan (C) On Pong
Sekolah Jenis Kebangsaan (T) Ampang",Jalan Mamanda Kecil 1,Kampung Melayu Ampang,Selangor
Simfoni @ Eco Majestic,3,2,"170,000",Below 250K,-,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,-,-,-,1,High,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Eco Majestic 3A/5,Semenyih,Selangor
Impian Heights,5,4,"547,000",Below 750K,IOI Properties Group Berhad,"Security, Playground, Swimming Pool, Squash Court, Jogging Track, Club house, Parking, Multipurpose hall, Tennis Court, Lift, Barbeque area, Sauna, Minimart, Gymnasium",Freehold,1999,16,520,2,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Pipit,Bandar Puchong Jaya,Selangor
Cempaka Apartment,3,2,"230,000",Below 250K,-,"Parking, Security, Minimart, Playground",Leasehold,-,5,-,1,Low,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Kinrara 5 2
Bus Stop at Jalan Kinrara 5 3
Bus Stop at Jalan Kinrara 5 1",No Mall,,Got Park,"Park 2 at Subang Jaya, Petaling
Park at BK4 Playground, Bandar Kinrara
Park at BK4 Elevated Park, Bandar Kinrara
Park at Bandar Kinrara 5 Park, Bandar Kinrara 5B
Park at Bandar Kinrara 5 Park, Bandar Kinrara
Park at Bandar Kinrara 5B Park, Bandar Kinrara 5B
Park at BK5 Damai Playground, Bandar Kinrara 5B
Park 2 at Bandar Kinrara, Subang Jaya",Got School,"Sekolah Menengah Kebangsaan Seksyen 3 Bandar Kinrara
Sekolah Jenis Kebangsaan (Cina) Shin Cheng (Harcroft)",Jalan TBK 1/11,Bandar Kinrara,Selangor
Pangsapuri Seri Pegaga,3,2,"280,000",Below 500K,-,"Parking, Security, Playground",Freehold,-,-,-,2,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Section U12, Shah Alam",Got School,Sekolah Antarabangsa MAZ,Jalan Pegaga U12/1,Shah Alam,Selangor
La Vista Condominiums,4,3,"538,000",Below 750K,IOI Properties Group,"Minimart, Gymnasium, Tennis Court, Club house, Security, Playground, Swimming Pool, Barbeque area, Jogging Track, Multipurpose hall, Parking",Freehold,-,15,192,2,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Tempua 2,Bandar Puchong Jaya,Selangor
Pangsapuri Laksamana,3,1,"180,000",Below 250K,Oscartech Development / Zacklim Properties,Parking,Leasehold,-,-,-,-,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Menengah Kebangsaan Taman Selayang
Sekolah Menengah Kebangsaan Seri Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Kebangsaan (1) Taman Selayang
Sekolah Kebangsaan Sg Tua Baharu",Kampung Laksamana,Batu Caves,Selangor
